m,n,k,p,algorithm,time,case
15618,15618,15618,217,COSMA (this work) ,1516,memory_p2
15618,15618,15618,217,COSMA (this work) ,1485.68,memory_p2
15618,15618,15618,217,COSMA (this work) ,1394.72,memory_p2
15618,15618,15618,252,COSMA (this work) ,1351.85,memory_p2
15618,15618,15618,252,COSMA (this work) ,1365.3684999999998,memory_p2
15618,15618,15618,252,COSMA (this work) ,1284.2575,memory_p2
16329,16329,16329,253,COSMA (this work) ,1567,memory_p2
16329,16329,16329,253,COSMA (this work) ,1598.34,memory_p2
16329,16329,16329,253,COSMA (this work) ,1645.35,memory_p2
16329,16329,16329,256,COSMA (this work) ,1470.6,memory_p2
16329,16329,16329,256,COSMA (this work) ,1529.424,memory_p2
16329,16329,16329,256,COSMA (this work) ,1558.8359999999998,memory_p2
16329,16329,16329,288,COSMA (this work) ,1272.05,memory_p2
16329,16329,16329,288,COSMA (this work) ,1322.932,memory_p2
16329,16329,16329,288,COSMA (this work) ,1195.7269999999999,memory_p2
19198,19198,19198,433,COSMA (this work) ,1475,memory_p2
19198,19198,19198,433,COSMA (this work) ,1430.75,memory_p2
19198,19198,19198,433,COSMA (this work) ,1607.75,memory_p2
19198,19198,19198,468,COSMA (this work) ,1543.75,memory_p2
19198,19198,19198,468,COSMA (this work) ,1482.0,memory_p2
19198,19198,19198,468,COSMA (this work) ,1435.6875,memory_p2
20136,20136,20136,512,COSMA (this work) ,1363.25,memory_p2
20136,20136,20136,512,COSMA (this work) ,1349.6175,memory_p2
20136,20136,20136,512,COSMA (this work) ,1472.31,memory_p2
20574,20574,20574,541,COSMA (this work) ,1481,memory_p2
20574,20574,20574,541,COSMA (this work) ,1436.57,memory_p2
20574,20574,20574,541,COSMA (this work) ,1569.86,memory_p2
20574,20574,20574,576,COSMA (this work) ,1458.25,memory_p2
20574,20574,20574,576,COSMA (this work) ,1443.6675,memory_p2
20574,20574,20574,576,COSMA (this work) ,1327.0075,memory_p2
23874,23874,23874,865,COSMA (this work) ,1472,memory_p2
23874,23874,23874,865,COSMA (this work) ,1530.88,memory_p2
23874,23874,23874,865,COSMA (this work) ,1560.32,memory_p2
23874,23874,23874,900,COSMA (this work) ,1460.1499999999999,memory_p2
23874,23874,23874,900,COSMA (this work) ,1474.7514999999999,memory_p2
23874,23874,23874,900,COSMA (this work) ,1533.1574999999998,memory_p2
24494,24494,24494,937,COSMA (this work) ,1573,memory_p2
24494,24494,24494,937,COSMA (this work) ,1557.27,memory_p2
24494,24494,24494,937,COSMA (this work) ,1698.84,memory_p2
24494,24494,24494,972,COSMA (this work) ,1390.8,memory_p2
24494,24494,24494,972,COSMA (this work) ,1446.432,memory_p2
24494,24494,24494,972,COSMA (this work) ,1474.248,memory_p2
25085,25085,25085,1024,COSMA (this work) ,1562.75,memory_p2
25085,25085,25085,1024,COSMA (this work) ,1609.6325,memory_p2
25085,25085,25085,1024,COSMA (this work) ,1453.3575,memory_p2
25922,25922,25922,1117,COSMA (this work) ,1712,memory_p2
25922,25922,25922,1117,COSMA (this work) ,1763.36,memory_p2
25922,25922,25922,1117,COSMA (this work) ,1557.92,memory_p2
25922,25922,25922,1152,COSMA (this work) ,1299.6,memory_p2
25922,25922,25922,1152,COSMA (this work) ,1338.588,memory_p2
25922,25922,25922,1152,COSMA (this work) ,1221.6239999999998,memory_p2
27207,27207,27207,1297,COSMA (this work) ,1498,memory_p2
27207,27207,27207,1297,COSMA (this work) ,1512.98,memory_p2
27207,27207,27207,1297,COSMA (this work) ,1632.82,memory_p2
27207,27207,27207,1332,COSMA (this work) ,1638.75,memory_p2
27207,27207,27207,1332,COSMA (this work) ,1622.3625,memory_p2
27207,27207,27207,1332,COSMA (this work) ,1524.0375,memory_p2
31422,31422,31422,2048,COSMA (this work) ,1770.8,memory_p2
31422,31422,31422,2048,COSMA (this work) ,1717.676,memory_p2
31422,31422,31422,2048,COSMA (this work) ,1664.552,memory_p2
32141,32141,32141,2161,COSMA (this work) ,1545,memory_p2
32141,32141,32141,2161,COSMA (this work) ,1529.55,memory_p2
32141,32141,32141,2161,COSMA (this work) ,1436.85,memory_p2
32141,32141,32141,2196,COSMA (this work) ,1556.1,memory_p2
32141,32141,32141,2196,COSMA (this work) ,1540.539,memory_p2
32141,32141,32141,2196,COSMA (this work) ,1447.173,memory_p2
32659,32659,32659,2269,COSMA (this work) ,1792,memory_p2
32659,32659,32659,2269,COSMA (this work) ,1738.24,memory_p2
32659,32659,32659,2269,COSMA (this work) ,1935.3600000000001,memory_p2
32659,32659,32659,2304,COSMA (this work) ,1463.9499999999998,memory_p2
32659,32659,32659,2304,COSMA (this work) ,1434.6709999999998,memory_p2
32659,32659,32659,2304,COSMA (this work) ,1390.7524999999998,memory_p2
35327,35327,35327,2881,COSMA (this work) ,1601,memory_p2
35327,35327,35327,2881,COSMA (this work) ,1617.01,memory_p2
35327,35327,35327,2881,COSMA (this work) ,1729.08,memory_p2
35327,35327,35327,2916,COSMA (this work) ,1487.6999999999998,memory_p2
35327,35327,35327,2916,COSMA (this work) ,1517.4539999999997,memory_p2
35327,35327,35327,2916,COSMA (this work) ,1591.8389999999997,memory_p2
36992,36992,36992,3313,COSMA (this work) ,1961,memory_p2
36992,36992,36992,3313,COSMA (this work) ,2019.83,memory_p2
36992,36992,36992,3313,COSMA (this work) ,1823.73,memory_p2
36992,36992,36992,3348,COSMA (this work) ,1723.3,memory_p2
36992,36992,36992,3348,COSMA (this work) ,1688.834,memory_p2
36992,36992,36992,3348,COSMA (this work) ,1826.6979999999999,memory_p2
39590,39590,39590,4096,COSMA (this work) ,1500.05,memory_p2
39590,39590,39590,4096,COSMA (this work) ,1470.049,memory_p2
39590,39590,39590,4096,COSMA (this work) ,1575.0525,memory_p2
41148,41148,41148,4573,COSMA (this work) ,1746,memory_p2
41148,41148,41148,4573,COSMA (this work) ,1676.16,memory_p2
41148,41148,41148,4573,COSMA (this work) ,1850.76,memory_p2
41148,41148,41148,4608,COSMA (this work) ,1474.3999999999999,memory_p2
41148,41148,41148,4608,COSMA (this work) ,1533.3759999999997,memory_p2
41148,41148,41148,4608,COSMA (this work) ,1562.8639999999998,memory_p2
47828,47828,47828,7201,COSMA (this work) ,1634,memory_p2
47828,47828,47828,7201,COSMA (this work) ,1584.98,memory_p2
47828,47828,47828,7201,COSMA (this work) ,1748.38,memory_p2
47828,47828,47828,7236,COSMA (this work) ,1815.4499999999998,memory_p2
47828,47828,47828,7236,COSMA (this work) ,1797.2954999999997,memory_p2
47828,47828,47828,7236,COSMA (this work) ,1688.3684999999998,memory_p2
48989,48989,48989,7741,COSMA (this work) ,1670,memory_p2
48989,48989,48989,7741,COSMA (this work) ,1619.9,memory_p2
48989,48989,48989,7741,COSMA (this work) ,1569.8,memory_p2
48989,48989,48989,7776,COSMA (this work) ,1606.4499999999998,memory_p2
48989,48989,48989,7776,COSMA (this work) ,1542.1919999999998,memory_p2
48989,48989,48989,7776,COSMA (this work) ,1493.9985,memory_p2
49880,49880,49880,8192,COSMA (this work) ,1484.85,memory_p2
49880,49880,49880,8192,COSMA (this work) ,1470.0014999999999,memory_p2
49880,49880,49880,8192,COSMA (this work) ,1380.9105,memory_p2
51844,51844,51844,9216,COSMA (this work) ,1601.6999999999998,memory_p2
51844,51844,51844,9216,COSMA (this work) ,1569.6659999999997,memory_p2
51844,51844,51844,9216,COSMA (this work) ,1521.6149999999998,memory_p2
56593,56593,56593,11953,COSMA (this work) ,2015,memory_p2
56593,56593,56593,11953,COSMA (this work) ,2075.45,memory_p2
56593,56593,56593,11953,COSMA (this work) ,1833.65,memory_p2
56593,56593,56593,11988,COSMA (this work) ,1890.5,memory_p2
56593,56593,56593,11988,COSMA (this work) ,1909.405,memory_p2
56593,56593,56593,11988,COSMA (this work) ,2041.74,memory_p2
62845,62845,62845,16384,COSMA (this work) ,1564.6499999999999,memory_p2
62845,62845,62845,16384,COSMA (this work) ,1549.0034999999998,memory_p2
62845,62845,62845,16384,COSMA (this work) ,1439.4779999999998,memory_p2
63617,63617,63617,16993,COSMA (this work) ,2004,memory_p2
63617,63617,63617,16993,COSMA (this work) ,1923.84,memory_p2
63617,63617,63617,16993,COSMA (this work) ,2184.36,memory_p2
63617,63617,63617,17028,COSMA (this work) ,1857.25,memory_p2
63617,63617,63617,17028,COSMA (this work) ,1912.9675,memory_p2
63617,63617,63617,17028,COSMA (this work) ,1987.2575,memory_p2
65319,65319,65319,18397,COSMA (this work) ,2085,memory_p2
65319,65319,65319,18397,COSMA (this work) ,2168.4,memory_p2
65319,65319,65319,18397,COSMA (this work) ,1980.75,memory_p2
65319,65319,65319,18432,COSMA (this work) ,1963.6499999999999,memory_p2
65319,65319,65319,18432,COSMA (this work) ,1983.2865,memory_p2
65319,65319,65319,18432,COSMA (this work) ,2081.469,memory_p2
17408,17408,3735552,4096,CARMA [21] ,52723.65,strong
17408,17408,3735552,4096,CARMA [21] ,53778.123,strong
17408,17408,3735552,4096,CARMA [21] ,49560.231,strong
17408,17408,3735552,8192,CARMA [21] ,53659.200000000004,strong
17408,17408,3735552,8192,CARMA [21] ,55268.976,strong
17408,17408,3735552,8192,CARMA [21] ,58488.528000000006,strong
17408,17408,3735552,16384,CARMA [21] ,24586.8,strong
17408,17408,3735552,16384,CARMA [21] ,25324.404,strong
17408,17408,3735552,16384,CARMA [21] ,22865.724,strong
17408,17408,3735552,2916,ScaLAPACK [51] ,113727,strong
17408,17408,3735552,2916,ScaLAPACK [51] ,109177.92,strong
17408,17408,3735552,2916,ScaLAPACK [51] ,106903.38,strong
17408,17408,3735552,3348,ScaLAPACK [51] ,88350,strong
17408,17408,3735552,3348,ScaLAPACK [51] ,85699.5,strong
17408,17408,3735552,3348,ScaLAPACK [51] ,94534.5,strong
17408,17408,3735552,4096,ScaLAPACK [51] ,33763,strong
17408,17408,3735552,4096,ScaLAPACK [51] ,33087.74,strong
17408,17408,3735552,4096,ScaLAPACK [51] ,36126.41,strong
17408,17408,3735552,4608,ScaLAPACK [51] ,60266,strong
17408,17408,3735552,4608,ScaLAPACK [51] ,60868.66,strong
17408,17408,3735552,4608,ScaLAPACK [51] ,65689.94,strong
17408,17408,3735552,7236,ScaLAPACK [51] ,42202,strong
17408,17408,3735552,7236,ScaLAPACK [51] ,41357.96,strong
17408,17408,3735552,7236,ScaLAPACK [51] ,40091.9,strong
17408,17408,3735552,7776,ScaLAPACK [51] ,48845,strong
17408,17408,3735552,7776,ScaLAPACK [51] ,48356.55,strong
17408,17408,3735552,7776,ScaLAPACK [51] ,44448.95,strong
17408,17408,3735552,8192,ScaLAPACK [51] ,15935,strong
17408,17408,3735552,8192,ScaLAPACK [51] ,15616.3,strong
17408,17408,3735552,8192,ScaLAPACK [51] ,15138.25,strong
17408,17408,3735552,9216,ScaLAPACK [51] ,57861,strong
17408,17408,3735552,9216,ScaLAPACK [51] ,60175.44,strong
17408,17408,3735552,9216,ScaLAPACK [51] ,60754.05,strong
17408,17408,3735552,11988,ScaLAPACK [51] ,49100,strong
17408,17408,3735552,11988,ScaLAPACK [51] ,51064.0,strong
17408,17408,3735552,11988,ScaLAPACK [51] ,45663.0,strong
17408,17408,3735552,16384,ScaLAPACK [51] ,32411,strong
17408,17408,3735552,16384,ScaLAPACK [51] ,31762.78,strong
17408,17408,3735552,16384,ScaLAPACK [51] ,34679.77,strong
17408,17408,3735552,17028,ScaLAPACK [51] ,38417,strong
17408,17408,3735552,17028,ScaLAPACK [51] ,39953.68,strong
17408,17408,3735552,17028,ScaLAPACK [51] ,35727.81,strong
17408,17408,3735552,18432,ScaLAPACK [51] ,25840,strong
17408,17408,3735552,18432,ScaLAPACK [51] ,26873.6,strong
17408,17408,3735552,18432,ScaLAPACK [51] ,27648.8,strong
17408,17408,3735552,2916,CTF [47] ,278338,strong
17408,17408,3735552,2916,CTF [47] ,281121.38,strong
17408,17408,3735552,2916,CTF [47] ,303388.42,strong
17408,17408,3735552,3348,CTF [47] ,39765,strong
17408,17408,3735552,3348,CTF [47] ,38572.05,strong
17408,17408,3735552,3348,CTF [47] ,36186.15,strong
17408,17408,3735552,4096,CTF [47] ,39209,strong
17408,17408,3735552,4096,CTF [47] ,38816.91,strong
17408,17408,3735552,4096,CTF [47] ,36072.28,strong
17408,17408,3735552,4608,CTF [47] ,80821,strong
17408,17408,3735552,4608,CTF [47] ,82437.42,strong
17408,17408,3735552,4608,CTF [47] ,84862.05,strong
17408,17408,3735552,7236,CTF [47] ,20230,strong
17408,17408,3735552,7236,CTF [47] ,20634.6,strong
17408,17408,3735552,7236,CTF [47] ,19218.5,strong
17408,17408,3735552,7776,CTF [47] ,16281,strong
17408,17408,3735552,7776,CTF [47] ,15955.38,strong
17408,17408,3735552,7776,CTF [47] ,17257.86,strong
17408,17408,3735552,8192,CTF [47] ,16592,strong
17408,17408,3735552,8192,CTF [47] ,17089.76,strong
17408,17408,3735552,8192,CTF [47] ,17753.44,strong
17408,17408,3735552,9216,CTF [47] ,245559,strong
17408,17408,3735552,9216,CTF [47] ,255381.36,strong
17408,17408,3735552,9216,CTF [47] ,228369.87,strong
17408,17408,3735552,11988,CTF [47] ,12559,strong
17408,17408,3735552,11988,CTF [47] ,12810.18,strong
17408,17408,3735552,11988,CTF [47] ,13438.13,strong
17408,17408,3735552,16384,CTF [47] ,8641,strong
17408,17408,3735552,16384,CTF [47] ,8900.23,strong
17408,17408,3735552,16384,CTF [47] ,8208.95,strong
17408,17408,3735552,17028,CTF [47] ,11713,strong
17408,17408,3735552,17028,CTF [47] ,11830.13,strong
17408,17408,3735552,17028,CTF [47] ,10893.09,strong
17408,17408,3735552,18432,CTF [47] ,8200,strong
17408,17408,3735552,18432,CTF [47] ,8364.0,strong
17408,17408,3735552,18432,CTF [47] ,8774.0,strong
17408,17408,3735552,2916,COSMA (this work) ,32389.3,strong
17408,17408,3735552,2916,COSMA (this work) ,31741.514,strong
17408,17408,3735552,2916,COSMA (this work) ,30769.835,strong
17408,17408,3735552,3348,COSMA (this work) ,29190.649999999998,strong
17408,17408,3735552,3348,COSMA (this work) ,30066.369499999997,strong
17408,17408,3735552,3348,COSMA (this work) ,31817.8085,strong
17408,17408,3735552,4096,COSMA (this work) ,22317.899999999998,strong
17408,17408,3735552,4096,COSMA (this work) ,20549,strong
17408,17408,3735552,4096,COSMA (this work) ,20794,strong
17408,17408,3735552,4608,COSMA (this work) ,17059.149999999998,strong
17408,17408,3735552,4608,COSMA (this work) ,19888.5585,strong
17408,17408,3735552,4608,COSMA (this work) ,18694.417999999998,strong
17408,17408,3735552,7236,COSMA (this work) ,11585.25,strong
17408,17408,3735552,7236,COSMA (this work) ,11121.84,strong
17408,17408,3735552,7236,COSMA (this work) ,10774.2825,strong
17408,17408,3735552,7776,COSMA (this work) ,10621.0,strong
17408,17408,3735552,7776,COSMA (this work) ,10514.79,strong
17408,17408,3735552,7776,COSMA (this work) ,11576.89,strong
17408,17408,3735552,8192,COSMA (this work) ,11293.6,strong
17408,17408,3735552,8192,COSMA (this work) ,10954.792,strong
17408,17408,3735552,8192,COSMA (this work) ,10615.984,strong
17408,17408,3735552,9216,COSMA (this work) ,10695.1,strong
17408,17408,3735552,9216,COSMA (this work) ,10267.296,strong
17408,17408,3735552,9216,COSMA (this work) ,11229.855,strong
17408,17408,3735552,11988,COSMA (this work) ,7172.5,strong
17408,17408,3735552,11988,COSMA (this work) ,7315.95,strong
17408,17408,3735552,11988,COSMA (this work) ,6598.7,strong
17408,17408,3735552,16384,COSMA (this work) ,5415.0,strong
17408,17408,3735552,16384,COSMA (this work) ,5469.15,strong
17408,17408,3735552,16384,COSMA (this work) ,5144.25,strong
17408,17408,3735552,17028,COSMA (this work) ,6501.799999999999,strong
17408,17408,3735552,17028,COSMA (this work) ,6306.745999999999,strong
17408,17408,3735552,17028,COSMA (this work) ,7021.9439999999995,strong
17408,17408,3735552,18432,COSMA (this work) ,5813.65,strong
17408,17408,3735552,18432,COSMA (this work) ,5765.5135,strong
17408,17408,3735552,18432,COSMA (this work) ,5150.6055,strong
2052,2052,129864,128,CARMA [21] ,1492.05,memory_p1
2052,2052,129864,128,CARMA [21] ,1447.2884999999999,memory_p1
2052,2052,129864,128,CARMA [21] ,1402.527,memory_p1
2586,2586,206152,256,CARMA [21] ,1590.75,memory_p1
2586,2586,206152,256,CARMA [21] ,1527.12,memory_p1
2586,2586,206152,256,CARMA [21] ,1447.5825,memory_p1
3189,3189,313444,512,CARMA [21] ,1505.7,memory_p1
3189,3189,313444,512,CARMA [21] ,1475.586,memory_p1
3189,3189,313444,512,CARMA [21] ,1400.301,memory_p1
3973,3973,486494,1024,CARMA [21] ,875.7,memory_p1
3973,3973,486494,1024,CARMA [21] ,893.214,memory_p1
3973,3973,486494,1024,CARMA [21] ,954.513,memory_p1
4977,4977,763426,2048,CARMA [21] ,3328.5,memory_p1
4977,4977,763426,2048,CARMA [21] ,3361.785,memory_p1
4977,4977,763426,2048,CARMA [21] ,3528.21,memory_p1
6270,6270,1211833,4096,CARMA [21] ,4045.65,memory_p1
6270,6270,1211833,4096,CARMA [21] ,3883.824,memory_p1
6270,6270,1211833,4096,CARMA [21] ,4247.9325,memory_p1
7900,7900,1923708,8192,CARMA [21] ,1942.5,memory_p1
7900,7900,1923708,8192,CARMA [21] ,2000.775,memory_p1
7900,7900,1923708,8192,CARMA [21] ,2097.9,memory_p1
9954,9954,3053705,16384,CARMA [21] ,7645.05,memory_p1
9954,9954,3053705,16384,CARMA [21] ,7568.5995,memory_p1
9954,9954,3053705,16384,CARMA [21] ,7033.446,memory_p1
2052,2052,129864,128,ScaLAPACK [51] ,1294,memory_p1
2052,2052,129864,128,ScaLAPACK [51] ,1306.94,memory_p1
2052,2052,129864,128,ScaLAPACK [51] ,1229.3,memory_p1
2052,2052,129864,144,ScaLAPACK [51] ,1311,memory_p1
2052,2052,129864,144,ScaLAPACK [51] ,1297.89,memory_p1
2052,2052,129864,144,ScaLAPACK [51] ,1389.66,memory_p1
2474,2474,188623,252,ScaLAPACK [51] ,1348,memory_p1
2474,2474,188623,252,ScaLAPACK [51] ,1388.44,memory_p1
2474,2474,188623,252,ScaLAPACK [51] ,1442.36,memory_p1
2586,2586,206152,256,ScaLAPACK [51] ,1493,memory_p1
2586,2586,206152,256,ScaLAPACK [51] ,1537.79,memory_p1
2586,2586,206152,256,ScaLAPACK [51] ,1373.56,memory_p1
2586,2586,206152,288,ScaLAPACK [51] ,1541,memory_p1
2586,2586,206152,288,ScaLAPACK [51] ,1602.64,memory_p1
2586,2586,206152,288,ScaLAPACK [51] ,1463.95,memory_p1
3040,3040,284952,468,ScaLAPACK [51] ,1630,memory_p1
3040,3040,284952,468,ScaLAPACK [51] ,1646.3,memory_p1
3040,3040,284952,468,ScaLAPACK [51] ,1711.5,memory_p1
3189,3189,313444,512,ScaLAPACK [51] ,2727,memory_p1
3189,3189,313444,512,ScaLAPACK [51] ,2781.54,memory_p1
3189,3189,313444,512,ScaLAPACK [51] ,2536.11,memory_p1
3258,3258,327274,576,ScaLAPACK [51] ,2824,memory_p1
3258,3258,327274,576,ScaLAPACK [51] ,2739.28,memory_p1
3258,3258,327274,576,ScaLAPACK [51] ,2965.2,memory_p1
3781,3781,440705,900,ScaLAPACK [51] ,3993,memory_p1
3781,3781,440705,900,ScaLAPACK [51] ,4112.79,memory_p1
3781,3781,440705,900,ScaLAPACK [51] ,3793.35,memory_p1
3879,3879,463842,972,ScaLAPACK [51] ,3631,memory_p1
3879,3879,463842,972,ScaLAPACK [51] ,3594.69,memory_p1
3879,3879,463842,972,ScaLAPACK [51] ,3413.14,memory_p1
3973,3973,486494,1024,ScaLAPACK [51] ,3503,memory_p1
3973,3973,486494,1024,ScaLAPACK [51] ,3573.06,memory_p1
3973,3973,486494,1024,ScaLAPACK [51] ,3713.18,memory_p1
4106,4106,519558,1152,ScaLAPACK [51] ,2982,memory_p1
4106,4106,519558,1152,ScaLAPACK [51] ,3101.28,memory_p1
4106,4106,519558,1152,ScaLAPACK [51] ,2743.44,memory_p1
4309,4309,572362,1332,ScaLAPACK [51] ,2108,memory_p1
4309,4309,572362,1332,ScaLAPACK [51] ,2150.16,memory_p1
4309,4309,572362,1332,ScaLAPACK [51] ,2276.64,memory_p1
4977,4977,763426,2048,ScaLAPACK [51] ,5346,memory_p1
4977,4977,763426,2048,ScaLAPACK [51] ,5292.54,memory_p1
4977,4977,763426,2048,ScaLAPACK [51] ,5666.76,memory_p1
5090,5090,798672,2196,ScaLAPACK [51] ,2401,memory_p1
5090,5090,798672,2196,ScaLAPACK [51] ,2449.02,memory_p1
5090,5090,798672,2196,ScaLAPACK [51] ,2280.95,memory_p1
5173,5173,824736,2304,ScaLAPACK [51] ,6760,memory_p1
5173,5173,824736,2304,ScaLAPACK [51] ,6827.6,memory_p1
5173,5173,824736,2304,ScaLAPACK [51] ,7368.4,memory_p1
5595,5595,964917,2916,ScaLAPACK [51] ,7893,memory_p1
5595,5595,964917,2916,ScaLAPACK [51] ,8050.86,memory_p1
5595,5595,964917,2916,ScaLAPACK [51] ,8524.44,memory_p1
5859,5859,1057970,3348,ScaLAPACK [51] ,5857,memory_p1
5859,5859,1057970,3348,ScaLAPACK [51] ,5622.72,memory_p1
5859,5859,1057970,3348,ScaLAPACK [51] ,6325.56,memory_p1
6270,6270,1211833,4096,ScaLAPACK [51] ,2791,memory_p1
6270,6270,1211833,4096,ScaLAPACK [51] ,2707.27,memory_p1
6270,6270,1211833,4096,ScaLAPACK [51] ,3014.28,memory_p1
6517,6517,1309098,4608,ScaLAPACK [51] ,7220,memory_p1
6517,6517,1309098,4608,ScaLAPACK [51] ,7292.2,memory_p1
6517,6517,1309098,4608,ScaLAPACK [51] ,7869.8,memory_p1
7575,7575,1768606,7236,ScaLAPACK [51] ,5423,memory_p1
7575,7575,1768606,7236,ScaLAPACK [51] ,5639.92,memory_p1
7575,7575,1768606,7236,ScaLAPACK [51] ,5856.84,memory_p1
7759,7759,1855562,7776,ScaLAPACK [51] ,10567,memory_p1
7759,7759,1855562,7776,ScaLAPACK [51] ,10884.01,memory_p1
7759,7759,1855562,7776,ScaLAPACK [51] ,9721.64,memory_p1
7900,7900,1923708,8192,ScaLAPACK [51] ,2262,memory_p1
7900,7900,1923708,8192,ScaLAPACK [51] ,2194.14,memory_p1
7900,7900,1923708,8192,ScaLAPACK [51] ,2103.66,memory_p1
8212,8212,2078236,9216,ScaLAPACK [51] ,13586,memory_p1
8212,8212,2078236,9216,ScaLAPACK [51] ,14129.44,memory_p1
8212,8212,2078236,9216,ScaLAPACK [51] ,14401.16,memory_p1
8964,8964,2476285,11988,ScaLAPACK [51] ,14955,memory_p1
8964,8964,2476285,11988,ScaLAPACK [51] ,15553.2,memory_p1
8964,8964,2476285,11988,ScaLAPACK [51] ,15852.3,memory_p1
9954,9954,3053705,16384,ScaLAPACK [51] ,14396,memory_p1
9954,9954,3053705,16384,ScaLAPACK [51] ,14827.88,memory_p1
9954,9954,3053705,16384,ScaLAPACK [51] ,13532.24,memory_p1
10076,10076,3129264,17028,ScaLAPACK [51] ,17536,memory_p1
10076,10076,3129264,17028,ScaLAPACK [51] ,17711.36,memory_p1
10076,10076,3129264,17028,ScaLAPACK [51] ,18588.16,memory_p1
10346,10346,3298948,18432,ScaLAPACK [51] ,15519,memory_p1
10346,10346,3298948,18432,ScaLAPACK [51] ,15363.81,memory_p1
10346,10346,3298948,18432,ScaLAPACK [51] ,14277.48,memory_p1
2052,2052,129864,128,CTF [47] ,627,memory_p1
2052,2052,129864,128,CTF [47] ,645.81,memory_p1
2052,2052,129864,128,CTF [47] ,570.57,memory_p1
2052,2052,129864,144,CTF [47] ,954,memory_p1
2052,2052,129864,144,CTF [47] ,934.92,memory_p1
2052,2052,129864,144,CTF [47] ,1039.86,memory_p1
2474,2474,188623,252,CTF [47] ,2172,memory_p1
2474,2474,188623,252,CTF [47] ,2150.28,memory_p1
2474,2474,188623,252,CTF [47] ,2041.68,memory_p1
2586,2586,206152,256,CTF [47] ,2042,memory_p1
2586,2586,206152,256,CTF [47] ,1960.32,memory_p1
2586,2586,206152,256,CTF [47] ,2144.1,memory_p1
2586,2586,206152,288,CTF [47] ,1969,memory_p1
2586,2586,206152,288,CTF [47] ,2047.76,memory_p1
2586,2586,206152,288,CTF [47] ,2106.83,memory_p1
3040,3040,284952,468,CTF [47] ,1140,memory_p1
3040,3040,284952,468,CTF [47] ,1162.8,memory_p1
3040,3040,284952,468,CTF [47] ,1048.8,memory_p1
3189,3189,313444,512,CTF [47] ,3894,memory_p1
3189,3189,313444,512,CTF [47] ,3855.06,memory_p1
3189,3189,313444,512,CTF [47] ,3660.36,memory_p1
3258,3258,327274,576,CTF [47] ,3851,memory_p1
3258,3258,327274,576,CTF [47] ,3889.51,memory_p1
3258,3258,327274,576,CTF [47] ,4082.06,memory_p1
3781,3781,440705,900,CTF [47] ,6837,memory_p1
3781,3781,440705,900,CTF [47] ,6768.63,memory_p1
3781,3781,440705,900,CTF [47] ,6290.04,memory_p1
3879,3879,463842,972,CTF [47] ,9086,memory_p1
3879,3879,463842,972,CTF [47] ,9449.44,memory_p1
3879,3879,463842,972,CTF [47] ,8449.98,memory_p1
3973,3973,486494,1024,CTF [47] ,7844,memory_p1
3973,3973,486494,1024,CTF [47] ,7608.68,memory_p1
3973,3973,486494,1024,CTF [47] ,8471.52,memory_p1
4106,4106,519558,1152,CTF [47] ,9039,memory_p1
4106,4106,519558,1152,CTF [47] ,9129.39,memory_p1
4106,4106,519558,1152,CTF [47] ,8315.88,memory_p1
4309,4309,572362,1332,CTF [47] ,3351,memory_p1
4309,4309,572362,1332,CTF [47] ,3250.47,memory_p1
4309,4309,572362,1332,CTF [47] ,3585.57,memory_p1
4977,4977,763426,2048,CTF [47] ,17162,memory_p1
4977,4977,763426,2048,CTF [47] ,16818.76,memory_p1
4977,4977,763426,2048,CTF [47] ,18706.58,memory_p1
5090,5090,798672,2196,CTF [47] ,4233,memory_p1
5090,5090,798672,2196,CTF [47] ,4063.68,memory_p1
5090,5090,798672,2196,CTF [47] ,3852.0299999999997,memory_p1
5173,5173,824736,2304,CTF [47] ,17184,memory_p1
5173,5173,824736,2304,CTF [47] ,16840.32,memory_p1
5173,5173,824736,2304,CTF [47] ,15637.44,memory_p1
5595,5595,964917,2916,CTF [47] ,21394,memory_p1
5595,5595,964917,2916,CTF [47] ,22249.76,memory_p1
5595,5595,964917,2916,CTF [47] ,19896.42,memory_p1
5859,5859,1057970,3348,CTF [47] ,2048,memory_p1
5859,5859,1057970,3348,CTF [47] ,2129.92,memory_p1
5859,5859,1057970,3348,CTF [47] ,1925.12,memory_p1
6270,6270,1211833,4096,CTF [47] ,28303,memory_p1
6270,6270,1211833,4096,CTF [47] ,28019.97,memory_p1
6270,6270,1211833,4096,CTF [47] ,29718.15,memory_p1
6517,6517,1309098,4608,CTF [47] ,1922,memory_p1
6517,6517,1309098,4608,CTF [47] ,1883.56,memory_p1
6517,6517,1309098,4608,CTF [47] ,2094.98,memory_p1
7575,7575,1768606,7236,CTF [47] ,2620,memory_p1
7575,7575,1768606,7236,CTF [47] ,2646.2,memory_p1
7575,7575,1768606,7236,CTF [47] ,2751.0,memory_p1
7759,7759,1855562,7776,CTF [47] ,2674,memory_p1
7759,7759,1855562,7776,CTF [47] ,2593.78,memory_p1
7759,7759,1855562,7776,CTF [47] ,2914.66,memory_p1
7900,7900,1923708,8192,CTF [47] ,2600,memory_p1
7900,7900,1923708,8192,CTF [47] ,2652.0,memory_p1
7900,7900,1923708,8192,CTF [47] ,2730.0,memory_p1
8212,8212,2078236,9216,CTF [47] ,57181,memory_p1
8212,8212,2078236,9216,CTF [47] ,55465.57,memory_p1
8212,8212,2078236,9216,CTF [47] ,61183.67,memory_p1
